name,src,party,name_bn,seat_no,symbol,alliance,seat,district,division
Shana Salim,shana_salim_dhaka_7.jpg,JSD,শাহানা সেলিম,180,তারা,,Dhaka-7,Dhaka,Dhaka
Mohammad Saifuddin Ahmed Milon,mohammad_saifuddin_ahmed_milon_dhaka_7.jpg,JaPa,হাজী সাইফুদ্দিন আহমেদ মিলন,180,লাঙ্গল,JaPa,Dhaka-7,Dhaka,Dhaka
Md. Enayat Ullah,md_enayat_ullah_dhaka_7.jpg,Jamaat,মোঃ এনায়াত উল্লা,180,দাঁড়িপাল্লা,Jamaat-NCP,Dhaka-7,Dhaka,Dhaka
Mirza Abbas Uddin Ahmed,mirza_abbas_uddin_ahmed_dhaka_8.jpg,BNP,মির্জা আব্বাস উদ্দিন আহমেদ,181,ধানের শীষ,BNP,Dhaka-8,Dhaka,Dhaka
AHM Rafiquzzaman Akhand,ahm_rafiquzzaman_akhand_dhaka_8.jpg,BaSaD (M),এ এইচ এম রাফিকুজ্জামান আকন্দ,181,কাঁচি,,Dhaka-8,Dhaka,Dhaka
S. M. Sarwar,s_m_sarwar_dhaka_8.jpg,Bangladesh Islami Front,এস. এম. সরওয়ার,181,মোমবাতি,,Dhaka-8,Dhaka,Dhaka
A. F. M. Ismail Chowdhury,a_f_m_ismail_chowdhury_dhaka_8.jpg,Bangladesh JaSaD,এ এফ এম ইসমাইল চৌধুরী,181,মোটরগাড়ি (কার),,Dhaka-8,Dhaka,Dhaka
Md. Rasel Kabir,md_rasel_kabir_dhaka_8.jpg,Bangladesh Sangskritik Muktijote,মোঃ রাসেল কবির,181,ছড়ি,,Dhaka-8,Dhaka,Dhaka
Tridip Kumar Saha,tridip_kumar_saha_dhaka_8.jpg,CPB,ত্রিদ্বীপ কুমার সাহা,181,কাস্তে,,Dhaka-8,Dhaka,Dhaka
Meghna Alam,meghna_alam_dhaka_8.jpg,GOP (Nuru),মেঘনা আলম,181,ট্রাক,,Dhaka-8,Dhaka,Dhaka
Kafait Ullah,kafait_ullah_dhaka_8.jpg,Islami Andolan Bangladesh,কেফায়েত উল্লা,181,হাতপাখা,IAB,Dhaka-8,Dhaka,Dhaka
Md. Zuber Alam Khan,md_zuber_alam_khan_dhaka_8.jpg,JaPa,মোঃ জুবায়ের আলম খান রবিন,181,লাঙ্গল,JaPa,Dhaka-8,Dhaka,Dhaka
Md. Golam Sarwar,md_golam_sarwar_dhaka_8.jpg,Janatar Dol,মোঃ গোলাম সারোয়ার,181,কলম,,Dhaka-8,Dhaka,Dhaka
Muhammad Nasiruddin Patwary,muhammad_nasiruddin_patwary_dhaka_8.jpg,NCP,মুহাম্মাদ নাসীরুদ্দীন পাটওয়ারী,181,শাপলা কলি,Jamaat-NCP,Dhaka-8,Dhaka,Dhaka
Mohammad Shafi Ullah Chowdhury,mohammad_shafi_ullah_chowdhury_dhaka_9.jpg,BNF,মোহাম্মদ শফি উল্লাহ চৌধুরী,182,টেলিভিশন,,Dhaka-9,Dhaka,Dhaka
Habibur Rashid,habibur_rashid_dhaka_9.jpg,BNP,হাবিবুর রশিদ,182,ধানের শীষ,BNP,Dhaka-9,Dhaka,Dhaka
Khandoker Mizanur Rahman,khandoker_mizanur_rahman_dhaka_9.jpg,BaSaD (M),খন্দকার মিজানুর রহমান,182,কাঁচি,,Dhaka-9,Dhaka,Dhaka
Masud Hossain,masud_hossain_dhaka_9.jpg,Bangladesh Muslim League,মাসুদ হোসেন,182,হারিকেন,,Dhaka-9,Dhaka,Dhaka
Md. Moniruzzaman,md_moniruzzaman_dhaka_9.jpg,CPB,মোঃ মনিরুজ্জামান,182,কাস্তে,,Dhaka-9,Dhaka,Dhaka
Nazma Akhter,nazma_akhter_dhaka_9.jpg,Gano Forum,নাজমা আক্তার,182,উদীয়মান সূর্য,,Dhaka-9,Dhaka,Dhaka
Tasneem Jara,tasneem_jara_dhaka_9.jpg,Independent,তাসনিম জারা,182,ফুটবল,,Dhaka-9,Dhaka,Dhaka
Nahid Hasan Chowdhury Jonayed,nahid_hasan_chowdhury_jonayed_dhaka_9.jpg,Insaniat Biplab Bangladesh,নাহিদ হাসান চৌধুরী জুনায়েদ,182,আপেল,,Dhaka-9,Dhaka,Dhaka
Shah Iftekhar Ahsan,shah_iftekhar_ahsan_dhaka_9.jpg,Islami Andolan Bangladesh,শাহ ইফতেখার আহসান,182,হাতপাখা,IAB,Dhaka-9,Dhaka,Dhaka
Kazi Abul Khair,kazi_abul_khair_dhaka_9.jpg,JaPa,কাজী আবুল খায়ের,182,লাঙ্গল,JaPa,Dhaka-9,Dhaka,Dhaka
Mohammad Javed Mia,mohammad_javed_mia_dhaka_9.jpg,NCP,মোহাম্মদ জাবেদ মিয়া,182,শাপলা কলি,Jamaat-NCP,Dhaka-9,Dhaka,Dhaka
Shaheen Khan,shaheen_khan_dhaka_9.jpg,NPP,শাহীন খান,182,আম,,Dhaka-9,Dhaka,Dhaka
Md. Monjurul Islam,md_monjurul_islam_dinajpur_1.jpg,BNP,মো. মনজুরুল ইসলাম,6,ধানের শীষ,BNP,Dinajpur-1,Dinajpur,Rangpur
Md. Rezuwanul Islam,md_rezuwanul_islam_dinajpur_1.jpg,GOP (Nuru),,6,,,Dinajpur-1,Dinajpur,Rangpur
Md. Chan Mia,md_chan_mia_dinajpur_1.jpg,Islami Andolan Bangladesh,মো. চাঁন মিঞা,6,হাতপাখা,IAB,Dinajpur-1,Dinajpur,Rangpur
Md. Shahinur Islam,md_shahinur_islam_dinajpur_1.jpg,JaPa,শাহিনুর ইসলাম,6,লাঙ্গল,JaPa,Dinajpur-1,Dinajpur,Rangpur
Raghunath Chandra Roy,raghunath_chandra_roy_dinajpur_1.jpg,Jaker Party,,6,,,Dinajpur-1,Dinajpur,Rangpur
Md. Matiur Rahman,md_matiur_rahman_dinajpur_1.jpg,Jamaat,মো. মতিউর রহমান,6,দাঁড়িপাল্লা,Jamaat-NCP,Dinajpur-1,Dinajpur,Rangpur
Md. Sadiq Reaz,md_sadiq_reaz_dinajpur_2.jpg,BNP,মো. সাদিক রিয়াজ,7,ধানের শীষ,BNP,Dinajpur-2,Dinajpur,Rangpur
Jobaier Sayed,jobaier_sayed_dinajpur_2.jpg,Bangladesh Khelafat Majlish,,7,,,Dinajpur-2,Dinajpur,Rangpur
Md. Mokaram Hossain,md_mokaram_hossain_dinajpur_2.jpg,Bangladesh Muslim League,,7,,,Dinajpur-2,Dinajpur,Rangpur
Anowar Chowdhury jibon,anowar_chowdhury_jibon_dinajpur_2.jpg,Independent,,7,,,Dinajpur-2,Dinajpur,Rangpur
Md. ANM Bazlur Rashid,md_anm_bazlur_rashid_dinajpur_2.jpg,Independent,,7,,,Dinajpur-2,Dinajpur,Rangpur
Muha Redwanul Karim Rabid,muha_redwanul_karim_rabid_dinajpur_2.jpg,Islami Andolan Bangladesh,রেদওয়ানুল করীম রাবিদ,7,হাতপাখা,IAB,Dinajpur-2,Dinajpur,Rangpur
Md. Zulfikar Hossain,md_zulfikar_hossain_dinajpur_2.jpg,JaPa,মোঃ জুলফিকার রহমান,7,লাঙ্গল,JaPa,Dinajpur-2,Dinajpur,Rangpur
A. K. M. Afjalul Anam,a_k_m_afjalul_anam_dinajpur_2.jpg,Jamaat,এ. কে. এম. আফজালুল আনাম,7,দাঁড়িপাল্লা,Jamaat-NCP,Dinajpur-2,Dinajpur,Rangpur
Syed Jahangir Alam,syed_jahangir_alam_dinajpur_3.jpg,BNP,সৈয়দ জাহাঙ্গীর আলম,8,ধানের শীষ,BNP,Dinajpur-3,Dinajpur,Rangpur
Kibria Hossain,kibria_hossain_dinajpur_3.jpg,BaSaD,কিবরিয়া হোসেন,8,মই,,Dinajpur-3,Dinajpur,Rangpur
Laila Tul Rima,laila_tul_rima_dinajpur_3.jpg,Bangladesh Muslim League,লায়লা তুল রীমা,8,হারিকেন,,Dinajpur-3,Dinajpur,Rangpur
Amrit Kumar Roy,amrit_kumar_roy_dinajpur_3.jpg,CPB,অমৃত কুমার রায়,8,কাস্তে,,Dinajpur-3,Dinajpur,Rangpur
Md. Khairuzzaman,md_khairuzzaman_dinajpur_3.jpg,Islami Andolan Bangladesh,মোঃ খাইরুজ্জামান,8,হাতপাখা,IAB,Dinajpur-3,Dinajpur,Rangpur
Ahmed Shafi Rubel,ahmed_shafi_rubel_dinajpur_3.jpg,JaPa,আহমেদ শফি রুবেল,8,লাঙ্গল,JaPa,Dinajpur-3,Dinajpur,Rangpur
Md. Maynul Alam,md_maynul_alam_dinajpur_3.jpg,Jamaat,মোঃ মাইনুল আলম,8,দাঁড়িপাল্লা,Jamaat-NCP,Dinajpur-3,Dinajpur,Rangpur
Md. Rabiul Islam,md_rabiul_islam_dinajpur_3.jpg,Janatar Dol,মোঃ রবিউল ইসলাম,8,কলম,,Dinajpur-3,Dinajpur,Rangpur
Akhtaruzzaman Mia,akhtaruzzaman_mia_dinajpur_4.jpg,BNP,মোঃ আখতারুজ্জামান মিয়া,9,ধানের শীষ,BNP,Dinajpur-4,Dinajpur,Rangpur
Md. Anwar Hossain,md_anwar_hossain_dinajpur_4.jpg,Islami Andolan Bangladesh,মোঃ আনোয়ার হোসাইন,9,হাতপাখা,IAB,Dinajpur-4,Dinajpur,Rangpur
Md. Nurul Amin Shah,md_nurul_amin_shah_dinajpur_4.jpg,JaPa,নূরল আমিন শাহ,9,লাঙ্গল,JaPa,Dinajpur-4,Dinajpur,Rangpur
Md. Aftab Uddin Mollah,md_aftab_uddin_mollah_dinajpur_4.jpg,Jamaat,মোঃ আফতাব উদ্দীন মোল্লা,9,দাঁড়িপাল্লা,Jamaat-NCP,Dinajpur-4,Dinajpur,Rangpur
AKM Qamruzzaman,akm_qamruzzaman_dinajpur_5.jpg,BNP,এ কে এম কামরুজ্জামান,10,ধানের শীষ,BNP,Dinajpur-5,Dinajpur,Rangpur
A. Z. M. Rezwanul Haque,a_z_m_rezwanul_haque_dinajpur_5.jpg,Independent,এ জেড এম রেজওয়ানুল হক,10,তালা,,Dinajpur-5,Dinajpur,Rangpur
Md. Hazrat Ali Belal,md_hazrat_ali_belal_dinajpur_5.jpg,Independent,মোঃ হযরত আলী বেলাল,10,হরিণ,,Dinajpur-5,Dinajpur,Rangpur
Md. Rustom Ali,md_rustom_ali_dinajpur_5.jpg,Independent,মোঃ রুস্তম আলী,10,মোটর সাইকেল,,Dinajpur-5,Dinajpur,Rangpur
SM Zakaria Bacchu,sm_zakaria_bacchu_dinajpur_5.jpg,Independent,এস এম জাকারিযা বাচ্চু,10,কলস,,Dinajpur-5,Dinajpur,Rangpur
Md. Kazi Abdul Gafur,md_kazi_abdul_gafur_dinajpur_5.jpg,JaPa,মোঃ কাজী আব্দুল গফুর,10,লাঙ্গল,JaPa,Dinajpur-5,Dinajpur,Rangpur
Md. Abdul Ahad,md_abdul_ahad_dinajpur_5.jpg,NCP,মোঃ আব্দুল আহাদ,10,শাপলা কলি,Jamaat-NCP,Dinajpur-5,Dinajpur,Rangpur
Abu Zafar Md. Zahid Hossain,abu_zafar_md_zahid_hossain_dinajpur_6.jpg,BNP,আবু জাফর মোঃ জাহিদ হোসেন,11,ধানের শীষ,BNP,Dinajpur-6,Dinajpur,Rangpur
Md. Abdul Hakim,md_abdul_hakim_dinajpur_6.jpg,BaSaD,মোঃ আব্দুল হাকিম,11,মই,,Dinajpur-6,Dinajpur,Rangpur
Md. Abdullah,md_abdullah_dinajpur_6.jpg,Independent,মোঃ আব্দুল্লাহ,11,ফুটবল,,Dinajpur-6,Dinajpur,Rangpur
Md. Shahnaoj Feroze Shuvo Shah,md_shahnaoj_feroze_shuvo_shah_dinajpur_6.jpg,Independent,মোঃ শাহনেওয়াজ ফিরোজ শুভ শাহ,11,ঘোড়া,,Dinajpur-6,Dinajpur,Rangpur
Md. Nur Alam Siddik,md_nur_alam_siddik_dinajpur_6.jpg,Islami Andolan Bangladesh,মোঃ নুর আলম ছিদ্দিক,11,হাতপাখা,IAB,Dinajpur-6,Dinajpur,Rangpur
Md. Rezaul Haque,md_rezaul_haque_dinajpur_6.jpg,JaPa,মোঃ রেজাউল হক,11,লাঙ্গল,JaPa,Dinajpur-6,Dinajpur,Rangpur
Md. Anowarul Islam,md_anowarul_islam_dinajpur_6.jpg,Jamaat,মোঃ আনোয়ারুল ইসলাম,11,দাঁড়িপাল্লা,Jamaat-NCP,Dinajpur-6,Dinajpur,Rangpur
Mrinmoy Kanti Das,mrinmoy_kanti_das_faridpur_1.jpg,BMJP,মৃন্ময় কান্তি দাস,211,রকেট,,Faridpur-1,Faridpur,Dhaka
Khandaker Nasirul Islam,khandaker_nasirul_islam_faridpur_1.jpg,BNP,খন্দোকার নাসিরুল ইসলাম,211,ধানের শীষ,BNP,Faridpur-1,Faridpur,Dhaka
Md. Abul Basar Khan,md_abul_basar_khan_faridpur_1.jpg,Independent,‌মোঃ আবুল বাসার খান,211,ফুটবল,,Faridpur-1,Faridpur,Dhaka
Md. Golam Kabir Mia,md_golam_kabir_mia_faridpur_1.jpg,Independent,মোঃ গোলাম কবীর মিয়া,211,মোটর সাইকেল,,Faridpur-1,Faridpur,Dhaka
Md. Hasibur Rahman,md_hasibur_rahman_faridpur_1.jpg,Independent,মোঃ হাসিবুর রহমান,211,হরিণ,,Faridpur-1,Faridpur,Dhaka
Mohammad Arifur Rahman,mohammad_arifur_rahman_faridpur_1.jpg,Independent,মোহাম্মদ আরিফুর রহমান,211,জাহাজ,,Faridpur-1,Faridpur,Dhaka
Sheikh Abdur Rahman Ziko,sheikh_abdur_rahman_ziko_faridpur_1.jpg,Independent,শেখ আব্দুর রহমান জিকো,211,উট,,Faridpur-1,Faridpur,Dhaka
Sultan Ahmed Khan,sultan_ahmed_khan_faridpur_1.jpg,JaPa,সুলতান আহম্মেদ খান,211,লাঙ্গল,JaPa,Faridpur-1,Faridpur,Dhaka
Md. Elias Molla,md_elias_molla_faridpur_1.jpg,Jamaat,মোঃ ইলিয়াস মোল্লা,211,দাঁড়িপাল্লা,Jamaat-NCP,Faridpur-1,Faridpur,Dhaka
Shama Obaid Islam,shama_obaid_islam_faridpur_2.jpg,BNP,শামা ওবায়েদ ইসলাম,212,ধানের শীষ,BNP,Faridpur-2,Faridpur,Dhaka
Md. Nazmul Hasan,md_nazmul_hasan_faridpur_2.jpg,Bangladesh Congress,,212,,,Faridpur-2,Faridpur,Dhaka
Md. Akram Ali,md_akram_ali_faridpur_2.jpg,Bangladesh Khelafat Majlish,আকরাম  আলী,212,,,Faridpur-2,Faridpur,Dhaka
Farooq Fakir,farooq_fakir_faridpur_2.jpg,GOP (Nuru),,212,,,Faridpur-2,Faridpur,Dhaka
Akramuzzaman,akramuzzaman_faridpur_2.jpg,Insaniat Biplab Bangladesh,,212,,,Faridpur-2,Faridpur,Dhaka
Shah Md. Jamal Uddin,shah_md_jamal_uddin_faridpur_2.jpg,Islami Andolan Bangladesh,শাহ মুহা. জামাল উদ্দিন,212,হাতপাখা,IAB,Faridpur-2,Faridpur,Dhaka
Nayab Yusuf Ahmed,nayab_yusuf_ahmed_faridpur_3.jpg,BNP,নায়াব ইউসুফ আহমেদ,213,ধানের শীষ,BNP,Faridpur-3,Faridpur,Dhaka
Md. Rafiquzzaman Mia,md_rafiquzzaman_mia_faridpur_3.jpg,CPB,মোঃ রফিকুজ্জামান মিয়া,213,কাস্তে,,Faridpur-3,Faridpur,Dhaka
Morshedul Islam Asif,morshedul_islam_asif_faridpur_3.jpg,Independent,মোরশেদুল ইসলাম আসিফ,213,হরিণ,,Faridpur-3,Faridpur,Dhaka
K. M. Sarowar,k_m_sarowar_faridpur_3.jpg,Islami Andolan Bangladesh,কে এম ছরোয়ার,213,হাতপাখা,IAB,Faridpur-3,Faridpur,Dhaka
Arifa Akhter Baby,arifa_akhter_baby_faridpur_3.jpg,JSD,আরিফা আক্তার বেবী,213,তারা,,Faridpur-3,Faridpur,Dhaka
,,JaPa,রায়হান জামিল,213,লাঙ্গল,JaPa,Faridpur-3,Faridpur,Dhaka
Md. Abdut Tawab,md_abdut_tawab_faridpur_3.jpg,Jamaat,মোঃ আবদুত তাওয়াব,213,দাঁড়িপাল্লা,Jamaat-NCP,Faridpur-3,Faridpur,Dhaka
Md. Shahidul Islam,md_shahidul_islam_faridpur_4.jpg,BNP,মোঃ শহিদুল ইসলাম,214,ধানের শীষ,BNP,Faridpur-4,Faridpur,Dhaka
Mizanur Rahman,mizanur_rahman_faridpur_4.jpg,Bangladesh Khelafat Majlish,মিজানুর রহমান,214,রিক্সা,Jamaat-NCP,Faridpur-4,Faridpur,Dhaka
Ataur Rahman,ataur_rahman_faridpur_4.jpg,CPB,আতাউর রহমান,214,কাস্তে,,Faridpur-4,Faridpur,Dhaka
A. A. M. Mujahid Beg,a_a_m_mujahid_beg_faridpur_4.jpg,Independent,এএ এম মুজাহিদ বেগ,214,ফুটবল,,Faridpur-4,Faridpur,Dhaka
Muhammad Mujibur Hossain,muhammad_mujibur_hossain_faridpur_4.jpg,Independent,মুহাম্মদ মুজিবুর হোসেইন,214,ঘোড়া,,Faridpur-4,Faridpur,Dhaka
Md. Ishaq Chokder,md_ishaq_chokder_faridpur_4.jpg,Islami Andolan Bangladesh,মোঃ ইসহাক চোকদার,214,হাতপাখা,IAB,Faridpur-4,Faridpur,Dhaka
Raihan Jamil,raihan_jamil_faridpur_4.jpg,JaPa,রায়হান জামিল,214,লাঙ্গল,JaPa,Faridpur-4,Faridpur,Dhaka
Md. Sarwar Hossain,md_sarwar_hossain_faridpur_4.jpg,Jamaat,মোঃ সরোয়ার হোসাইন,214,দাঁড়িপাল্লা,Jamaat-NCP,Faridpur-4,Faridpur,Dhaka
Munshi Rafiqul Alam,munshi_rafiqul_alam_feni_1.jpg,BNP,মুন্সী রফিকুল আলম,265,ধানের শীষ,BNP,Feni-1,Feni,Chittagong
Md. Firoz Uddin Chowdhury,md_firoz_uddin_chowdhury_feni_1.jpg,Bangladesh Congress,মোঃ ফিরোজ উদ্দিন চৌধুরী,265,ডাব,,Feni-1,Feni,Chittagong
Anwar Ullah Bhuiyan,anwar_ullah_bhuiyan_feni_1.jpg,Bangladesh Khelafat Andolan,আনোয়ার উল্যাহ ভূঁঞা,265,বটগাছ,,Feni-1,Feni,Chittagong
Mahbub Morshed Majumder,mahbub_morshed_majumder_feni_1.jpg,Bangladesh Muslim League,মাহবুব মোরশেদ মজুমদার,265,হারিকেন,,Feni-1,Feni,Chittagong
Kazi Golam Kibria,kazi_golam_kibria_feni_1.jpg,Islami Andolan Bangladesh,কাজী গোলাম কিবরিয়া,265,হাতপাখা,IAB,Feni-1,Feni,Chittagong
Motaher Hossain Chowdhury,motaher_hossain_chowdhury_feni_1.jpg,JaPa,মোতাহের হোসেন চৌধুরী,265,লাঙ্গল,JaPa,Feni-1,Feni,Chittagong
S. M. Kamal Uddin,s_m_kamal_uddin_feni_1.jpg,Jamaat,এস এম কামালউদ্দীন,265,দাঁড়িপাল্লা,Jamaat-NCP,Feni-1,Feni,Chittagong
Mohammad Mujibur Rahman Bhuiyan,mohammad_mujibur_rahman_bhuiyan_feni_2.jpg,AB Party,মোহাম্মদ মজিবুর রহমান ভূঁঞা,266,ঈগল,Jamaat-NCP,Feni-2,Feni,Chittagong
Saiful Karim Majumder,saiful_karim_majumder_feni_2.jpg,Amjanatar Dol,সাইফুল করিম মজুমদার,266,প্রজাপতি,,Feni-2,Feni,Chittagong
Joynal Abdin,joynal_abdin_feni_2.jpg,BNP,জয়নাল আবদিন,266,ধানের শীষ,BNP,Feni-2,Feni,Chittagong
Jasim Uddin,jasim_uddin_feni_2.jpg,BaSaD (M),জসীম উদ্দীন,266,কাঁচি,,Feni-2,Feni,Chittagong
Mohammad Abul Hossain,mohammad_abul_hossain_feni_2.jpg,Bangladesh Khelafat Andolan,মোহাম্মদ আবুল হোসেন,266,বটগাছ,,Feni-2,Feni,Chittagong
Md. Harunur Rashid Bhuiyan,md_harunur_rashid_bhuiyan_feni_2.jpg,Bangladesh Khelafat Majlish,মোঃ হারুনুর রশিদ ভূঞা,266,রিক্সা,,Feni-2,Feni,Chittagong
Md. Tarequl Islam Bhuiyan,md_tarequl_islam_bhuiyan_feni_2.jpg,GOP (Nuru),মোঃ তারেকুল ইসলাম ভূঁঞা,266,ট্রাক,,Feni-2,Feni,Chittagong
Taherul Islam,taherul_islam_feni_2.jpg,Insaniat Biplab Bangladesh,তাহেরুল ইসলাম,266,আপেল,,Feni-2,Feni,Chittagong
Mohammad Ekramul Haque Bhuiyan,mohammad_ekramul_haque_bhuiyan_feni_2.jpg,Islami Andolan Bangladesh,মোহাম্মদ একরামুল হক ভূঁঞা,266,হাতপাখা,IAB,Feni-2,Feni,Chittagong
Shamsuddin Majumder,shamsuddin_majumder_feni_2.jpg,JSD,সামসুদ্দিন মজুমদার,266,তারা,,Feni-2,Feni,Chittagong
Mr. Abdul Awal Mintu,mr_abdul_awal_mintu_feni_3.jpg,BNP,আবদুল আউয়াল মিন্টু,267,ধানের শীষ,BNP,Feni-3,Feni,Chittagong
Abdul Malek,abdul_malek_feni_3.jpg,BaSaD,আবদুল মালেক,267,মই,,Feni-3,Feni,Chittagong
Mohammad Khalequzzaman Patwari,mohammad_khalequzzaman_patwari_feni_3.jpg,Bangladesh Khelafat Andolan,মোহাম্মদ খালেদুজ্জামান পাটোয়ারী,267,বটগাছ,,Feni-3,Feni,Chittagong
Md. Hasan Ahmed,md_hasan_ahmed_feni_3.jpg,Insaniat Biplab Bangladesh,মোঃ হাসান আহমদ,267,আপেল,,Feni-3,Feni,Chittagong
Md. Saif Uddin,md_saif_uddin_feni_3.jpg,Islami Andolan Bangladesh,মোঃ সাইফ উদ্দিন,267,হাতপাখা,IAB,Feni-3,Feni,Chittagong
Md. Abu Naser,md_abu_naser_feni_3.jpg,Islamic Front,মোঃ আবু নাছির,267,চেয়ার,,Feni-3,Feni,Chittagong
Md. Abu Sufian,md_abu_sufian_feni_3.jpg,JaPa,মোঃ আবু সুফিয়ান,267,লাঙ্গল,JaPa,Feni-3,Feni,Chittagong
Mohammad Fakhruddin,mohammad_fakhruddin_feni_3.jpg,Jamaat,মোহাম্মদ ফখরুদ্দিন,267,দাঁড়িপাল্লা,Jamaat-NCP,Feni-3,Feni,Chittagong
Md. Kausor Azam Hannu,md_kausor_azam_hannu_gaibandha_1.jpg,Amjanatar Dol,মোঃ কওছর আজম হান্নু,29,প্রজাপতি,,Gaibandha-1,Gaibandha,Rangpur
Khandoker Ziaul Islam Mohammad Ali,khandoker_ziaul_islam_mohammad_ali_gaibandha_1.jpg,BNP,খন্দকার জিয়াউল ইসলাম মোহাম্মদ আলী,29,ধানের শীষ,BNP,Gaibandha-1,Gaibandha,Rangpur
Parmanando Das,parmanando_das_gaibandha_1.jpg,BaSaD (M),পরমানন্দ দাস,29,কাঁচি,,Gaibandha-1,Gaibandha,Rangpur
Md. Mostafa Mohsin,md_mostafa_mohsin_gaibandha_1.jpg,Independent,মোঃ মোস্তফা মহসিন,29,ঢেঁকি,,Gaibandha-1,Gaibandha,Rangpur
Mst Salma Akter,mst_salma_akter_gaibandha_1.jpg,Independent,মোছাঃ ছালমা আক্তার,29,কলস,,Gaibandha-1,Gaibandha,Rangpur
Md. Ramzan Ali,md_ramzan_ali_gaibandha_1.jpg,Islami Andolan Bangladesh,মোঃ রমজান আলী,29,হাতপাখা,IAB,Gaibandha-1,Gaibandha,Rangpur
Shameem haider patwary,shameem_haider_patwary_gaibandha_1.jpg,JaPa,শামীম হায়দার পাটোয়ারী,29,লাঙ্গল,JaPa,Gaibandha-1,Gaibandha,Rangpur
Md. Mazedur Rahman,md_mazedur_rahman_gaibandha_1.jpg,Jamaat,মোঃ মাজেদুর রহমান,29,দাঁড়িপাল্লা,Jamaat-NCP,Gaibandha-1,Gaibandha,Rangpur
Md. Anisuzzaman Khan Babu,md_anisuzzaman_khan_babu_gaibandha_2.jpg,BNP,মোঃ আনিসুজ্জামান খান বাবু,30,ধানের শীষ,BNP,Gaibandha-2,Gaibandha,Rangpur
Ahsanul Habib Sayeed,ahsanul_habib_sayeed_gaibandha_2.jpg,BaSaD (M),আহসানুল হাবীব সাঈদ,30,কাঁচি,,Gaibandha-2,Gaibandha,Rangpur
Mihir Kumar Ghosh,mihir_kumar_ghosh_gaibandha_2.jpg,CPB,মিহির কুমার ঘোষ,30,কাস্তে,,Gaibandha-2,Gaibandha,Rangpur
Mohammad Abdul Majed,mohammad_abdul_majed_gaibandha_2.jpg,Islami Andolan Bangladesh,মোহাম্মদ আব্দুল মাজেদ,30,হাতপাখা,IAB,Gaibandha-2,Gaibandha,Rangpur
